22, 2503.9433,  2563.0038,  2622.0643
23, 2398.1730,  2451.5689,  2504.9648
24, 2300.3888,  2349.4202,  2398.4516
25, 2210.2622,  2255.4434,  2300.6245
26, 2126.9281,  2168.6956,  2210.4631
27, 2049.6468,  2088.3735,  2127.1002
28, 1977.7823,  2013.7888,  2049.7952
29, 1910.7846,  1944.3478,  1977.9109
30, 1848.1026,  1879.5362,  1910.9698
