42, 1325.9784,  1342.5258,  1359.0732
43, 1296.0483,  1311.3043,  1326.5603
44, 1266.9319,  1281.5019,  1296.0720
45, 1239.0948,  1253.0241,  1266.9535
46, 1212.4544,  1225.7844,  1239.1145
47, 1186.9354,  1199.7039,  1212.4725
48, 1162.4682,  1174.7101,  1186.9520
49, 1138.9893,  1150.7364,  1162.4835
50, 1116.4400,  1127.7217,  1139.0034
51, 1094.8851,  1105.6095,  1116.3339
