8.50000e+02 8.33294e-01
8.50042e+02 8.33320e-01
8.50083e+02 8.33346e-01
8.50125e+02 8.33373e-01
8.50166e+02 8.33399e-01
8.50208e+02 8.33426e-01
8.50249e+02 8.33452e-01
8.50291e+02 8.33478e-01
8.50332e+02 8.33505e-01
8.50374e+02 8.33531e-01
8.50415e+02 8.33557e-01
8.50457e+02 8.33583e-01
8.50498e+02 8.33610e-01
8.50540e+02 8.33636e-01
8.50581e+02 8.33662e-01
8.50623e+02 8.33689e-01
8.50664e+02 8.33715e-01
8.50706e+02 8.33741e-01
8.50747e+02 8.33767e-01
8.50789e+02 8.33793e-01
8.50830e+02 8.33820e-01
8.50872e+02 8.33846e-01
8.50913e+02 8.33872e-01
8.50955e+02 8.33898e-01
8.50996e+02 8.33924e-01
8.51038e+02 8.33950e-01
8.51079e+02 8.33977e-01
8.51121e+02 8.34003e-01
8.51162e+02 8.34029e-01
8.51204e+02 8.34055e-01
8.51245e+02 8.34081e-01
8.51287e+02 8.34107e-01
8.51328e+02 8.34133e-01
8.51370e+02 8.34159e-01
8.51411e+02 8.34185e-01
8.51453e+02 8.34211e-01
8.51494e+02 8.34237e-01
8.51536e+02 8.34263e-01
8.51577e+02 8.34289e-01
8.51619e+02 8.34315e-01
8.51660e+02 8.34341e-01
8.51702e+02 8.34367e-01
8.51743e+02 8.34393e-01
8.51785e+02 8.34419e-01
8.51826e+02 8.34445e-01
8.51868e+02 8.34471e-01
8.51909e+02 8.34497e-01
8.51951e+02 8.34523e-01
8.51992e+02 8.34548e-01
8.52034e+02 8.34574e-01
8.52075e+02 8.34600e-01
8.52117e+02 8.34626e-01
8.52158e+02 8.34652e-01
8.52200e+02 8.34678e-01
8.52241e+02 8.34703e-01
8.52283e+02 8.34729e-01
8.52324e+02 8.34755e-01
8.52366e+02 8.34781e-01
8.52407e+02 8.34807e-01
8.52449e+02 8.34832e-01
8.52490e+02 8.34858e-01
8.52532e+02 8.34884e-01
8.52573e+02 8.34910e-01
8.52615e+02 8.34935e-01
8.52656e+02 8.34961e-01
8.52698e+02 8.34987e-01
8.52739e+02 8.35012e-01
8.52781e+02 8.35038e-01
8.52822e+02 8.35064e-01
8.52864e+02 8.35089e-01
8.52905e+02 8.35115e-01
8.52947e+02 8.35141e-01
8.52988e+02 8.35166e-01
8.53030e+02 8.35192e-01
8.53071e+02 8.35217e-01
8.53113e+02 8.35243e-01
8.53154e+02 8.35268e-01
8.53196e+02 8.35294e-01
8.53237e+02 8.35320e-01
8.53279e+02 8.35345e-01
8.53320e+02 8.35371e-01
8.53362e+02 8.35396e-01
8.53403e+02 8.35422e-01
8.53445e+02 8.35447e-01
8.53486e+02 8.35472e-01
8.53528e+02 8.35498e-01
8.53569e+02 8.35523e-01
8.53611e+02 8.35549e-01
8.53652e+02 8.35574e-01
8.53694e+02 8.35600e-01
8.53735e+02 8.35625e-01
8.53777e+02 8.35650e-01
8.53818e+02 8.35676e-01
8.53860e+02 8.35701e-01
8.53901e+02 8.35727e-01
8.53943e+02 8.35752e-01
8.53984e+02 8.35777e-01
8.54026e+02 8.35803e-01
8.54067e+02 8.35828e-01
8.54109e+02 8.35853e-01
8.54150e+02 8.35878e-01
8.54192e+02 8.35904e-01
8.54233e+02 8.35929e-01
8.54275e+02 8.35954e-01
8.54316e+02 8.35980e-01
8.54358e+02 8.36005e-01
8.54399e+02 8.36030e-01
8.54441e+02 8.36055e-01
8.54482e+02 8.36080e-01
8.54524e+02 8.36106e-01
8.54565e+02 8.36131e-01
8.54607e+02 8.36156e-01
8.54648e+02 8.36181e-01
8.54690e+02 8.36206e-01
8.54731e+02 8.36231e-01
8.54773e+02 8.36256e-01
8.54814e+02 8.36282e-01
8.54856e+02 8.36307e-01
8.54897e+02 8.36332e-01
8.54939e+02 8.36357e-01
8.54980e+02 8.36382e-01
8.55022e+02 8.36407e-01
8.55063e+02 8.36432e-01
8.55105e+02 8.36457e-01
8.55146e+02 8.36482e-01
8.55188e+02 8.36507e-01
8.55229e+02 8.36532e-01
8.55271e+02 8.36557e-01
8.55312e+02 8.36582e-01
8.55354e+02 8.36607e-01
8.55395e+02 8.36632e-01
8.55437e+02 8.36657e-01
8.55478e+02 8.36682e-01
8.55520e+02 8.36707e-01
8.55561e+02 8.36732e-01
8.55603e+02 8.36757e-01
8.55644e+02 8.36781e-01
8.55686e+02 8.36806e-01
8.55727e+02 8.36831e-01
8.55769e+02 8.36856e-01
8.55810e+02 8.36881e-01
8.55852e+02 8.36906e-01
8.55893e+02 8.36931e-01
8.55935e+02 8.36955e-01
8.55976e+02 8.36980e-01
8.56018e+02 8.37005e-01
8.56059e+02 8.37030e-01
8.56101e+02 8.37054e-01
8.56142e+02 8.37079e-01
8.56184e+02 8.37104e-01
8.56225e+02 8.37129e-01
8.56267e+02 8.37153e-01
8.56308e+02 8.37178e-01
8.56350e+02 8.37203e-01
8.56391e+02 8.37227e-01
8.56433e+02 8.37252e-01
8.56474e+02 8.37277e-01
